,Day,Month,Year,Hour,Minute,Seconds,Tweet,Location,Favourite Count,Source of Tweet
532,02,01,2019,19,32,26,"b'rt @annalsofim: if your resolution is to lose weight, @usnews ranks the #mediterranean diet as one of the #bestdiets of 2019. as an added b'","Belfast, Northern Ireland",0,Systematic Review Bot
533,02,01,2019,19,31,54,b'#diabetes #tech-spectations 2019: exciting things to watch for this year! as usual techno guru @mhoskins2179 / @healthline does all the research for us!  https://t.co/wia4mqemfy?  #doc #2019 #diabetes',"Ontario, Canada",0,Twitter Web Client
534,02,01,2019,19,30,52,"b'rt @diabetesrsrch: in case you missed it, check out ""key control factor in regulating blood glucose level identified"" https://t.co/smrpgdht'",Earth ,0,Twitter for iPhone
535,02,01,2019,19,30,44,"b'rt @annalsofim: if your resolution is to lose weight, @usnews ranks the #mediterranean diet as one of the #bestdiets of 2019. as an added b'",,0,Twitter for iPhone
536,02,01,2019,19,30,44,b'rt @ncepod: today we release two new reports! report 2 - highs and lows a review of the perioperative diabetes care received by patients',"South East, England",0,Twitter for iPhone
537,02,01,2019,19,30,08,"b'if your resolution is to lose weight, @usnews ranks the #mediterranean diet as one of the #bestdiets of 2019. as an added benefit, this type of diet may reduce the incidence of cardiovascular events, #breastcancer, and type 2 #diabetes https://t.co/7ujvlildyh @veteranshealth https://t.co/h2rlypeopx'","Philadelphia, PA",7,Hootsuite Inc.
538,02,01,2019,19,30,00,b'do you have any #diabetes #newyearsresolutions for 2019? https://t.co/7ygwsfisxx #dblog #doc -rk https://t.co/t8mhohmamw',"San Francisco, CA",1,TweetDeck
539,02,01,2019,19,29,45,b'starting 2019 off on the right foot: #diabetes #chemisty #smartass https://t.co/u9hcvytd5a',CA,1,Twitter Web Client
540,02,01,2019,19,26,24,"b'the new year is a great chance to advance your career! don\'t hesitate and join us at #attd2019! \n""adjunctive therapies for t1d"", parallel session\nfriday, february 22nd, 09:00 - 10:00, hall a8\nlearn more: https://t.co/9nmsodsbwh\n#t1d #type1diabetes #diabetes https://t.co/shwqoqaltn'","Berlin, Germany",1,Twitter for Android
541,02,01,2019,19,26,01,b'rt @tdfcdiabetes:  vote now #t1d #gbdoc https://t.co/jxgl06ttti',,0,Twitter for iPhone
542,02,01,2019,19,25,13,"b""check out what was on the minds of the #doc around the world at the end of december via @diabetesmine ! happy new year - i'm back in canada again! #diabetes #happynewyear2019 https://t.co/qlwjimz6he""","Ontario, Canada",1,Twitter Web Client
543,02,01,2019,19,24,11,b'happy new year! we want to kick off 2019 by asking what motivates you in terms of your #diabetes? #bigfootwonders if you have tips or thoughts to share. #t1d #t2d #type2diabetes #insulin #insulinpump #insulinpens #t1diabetes https://t.co/dtrx3avpip',"Milpitas, CA",1,Twitter for iPhone
544,02,01,2019,19,23,57,b'@cmhc_cme wondering if this is true not just in patients with #diabetes but also in patients with #metabolicsyndrome  #prediabetes ... and whether #icosapentylethyl #pureepa may benefit ...',"New York, USA",1,Twitter for iPhone
545,02,01,2019,19,21,48,"b""happy new year! what's your #2019 resolution? is it to start working out? eat healthy? check out dr.majestic_md's page for tips on how to get back on track after the holidays.\n.\n.\n.\n.\n.\n#drmajestic #cassondramajestic #medicine #medical #doc... https://t.co/7ud35rt0nf""","New York, USA",0,Zapier.com
546,02,01,2019,19,19,52,b'rt @sunsetcfht: staying on top of your health is an excellent resolution! one way would be to keep up with your screening. check out our bl',Canada,0,Twitter for iPhone
547,02,01,2019,19,19,34,b'rt @diabetesgrind: check out @missmariarose and her mission. her cause is worthy of throwing some change to. #t1dlookslikeme #diabetes http',"Lagos, Nigeria",0,Twitter for Android
548,02,01,2019,19,19,21,b'rt @parthaskar: help me...help you  #driving #diabetes #gbdoc @dvlagovuk https://t.co/pvvybnwfio',"Aberdeen, Scotland",0,Twitter for iPad
549,02,01,2019,19,18,31,b'our hormones dance to circadian rhythms - when thee rythym is disrupted the messages fail and imbalance begins. \n\n#diabetes https://t.co/qdtto1k8mr',"Fort Collins, CO",0,Facebook
550,02,01,2019,19,16,59,"b'rt new video! ""mizpah"". we all have a story! https://t.co/enmp1gia3m &lt;&lt;-- #hiphop #nas #hood #history #tales #doc #street #film #movie'",stranded,0,Dynamic Tweets
551,02,01,2019,19,16,37,"b""rt @mcguckinannette: nurses &amp; cnm's have a responsibility to challenge poor practice not promote it! #diabetes #bestpractice #ethics #patie""","London, England",0,Ethics retweet bot
552,02,01,2019,19,15,46,"b'rt @cdcgov: the answer is all of the above! if youre living with #diabetes, continue to stay #healthy this #newyear with tips from our int'","Lone Tree, CO",0,Hootsuite Inc.
553,02,01,2019,19,15,29,"b""hey all happy new year!! now that the festive season is over it is time to eat right protect yourself from diabetes!! this week's way back episode is on just that subject!!!  #diabetes #healthy #health #education #diabetes id10t howstuffworks  lastp""","Oregon, USA",2,Zapier.com
554,02,01,2019,19,15,19,b'rt @theroctor_md:  2019-could make great progress in getting people away from processed/fast food/added sugars if we would concentrate o',"Tarrytown, NY",0,Twitter for Android
555,02,01,2019,19,13,06,"b""new research from dr francis lynn's lab offers insights into how insulin-producing cells form in the body before birth &amp; could one day contribute to new treatments for #diabetes. check out the study and our recent story to learn more: https://t.co/qdooj6gywb https://t.co/hhniimwxaq""","Vancouver, Canada",6,Twitter Web Client
556,02,01,2019,19,12,50,"b""there it is... the world's first non-invasive blood sugar measurement device. \n\n#technology #blockchain #science #innovation #education #diabetic #future #news #tech #business #trends #sciencetechnology #diabetes #type #fitness #health #t #cancer #gym #diabetic #fit #diabetestype https://t.co/symyyhkgy9""",Norway Telemark,3,Twitter Web Client
557,02,01,2019,19,12,24,"b'published on https://t.co/mrlw4kzixb : health benefits of blueberries, from anti-aging properties to killing cancer cells and reducing the risk of alzheimers, heart disease and diabetes:      https://t.co/fowmvxkdug #blueberries #antiaging #cancer #alzheimers #diabetes bl https://t.co/gkbimjquze'","San Jose, CA",1,IFTTT
558,02,01,2019,19,12,07,"b'what drives #food intake? columbia molecular geneticist and professor of pediatrics dr. rudolph leibel is working to answer this fundamental question, in the hope of reducing the burden of #obesity and #diabetes on individuals and society. https://t.co/cnkifnwrmq https://t.co/zazqzpldvn'","New York, NY",0,Twitter Web Client
559,02,01,2019,19,10,55,b'rt @annualdialysis: our 2018 #visualabstract review:\n\n cardiorenal syndrome #crs\n #obesity &amp; #kidneydisease\n #diabetes &amp; kidney disease',"Distrito Federal, México",0,Twitter for iPhone
560,02,01,2019,19,10,39,"b'rt @cdcgov: on the eve of a #newyear, what are some things you can do to stay healthy while living with #diabetes in 2019?'","Denver, CO",0,Twitter for iPhone
561,02,01,2019,19,10,19,b'#bergencounty and #rocklandcounty #podiatrist dr. han of river podiatry shares his tips for #diabeticfoot care. please share this with anyone you know who suffers from #diabetes.\n\n https://t.co/xuqh0xalcu',"300 N MIDDLETOWN RD, PEARL RIVER, NY 10965",0,HubSpot
562,02,01,2019,19,10,14,"b'rt @rogerjdavis1: registration now open for the @embo workshop on ""organ crosstalk in energy balance and metabolic disease"" in cdiz, spain'","Lausanne, Switzerland",0,Twitter for iPhone
563,02,01,2019,19,09,50,b'rt @dhsummit: has #diabetes met its match with #digitaltherapeutics? @theglucosezone founder &amp; ceo is sharing his non-pharmaceutical approa',,0,DME Intelligence Jul
564,02,01,2019,19,09,49,"b""nurses &amp; cnm's have a responsibility to challenge poor practice not promote it! #diabetes #bestpractice #ethics #patientsafety #nurses""",Ireland,1,Twitter Web Client
565,02,01,2019,19,08,09,"b'rt @cdcgov: the answer is all of the above! if youre living with #diabetes, continue to stay #healthy this #newyear with tips from our int'","New Haven,  Connecticut, USA",0,Twitter for iPhone
566,02,01,2019,19,07,50,"b'rt @cdcgov: on the eve of a #newyear, what are some things you can do to stay healthy while living with #diabetes in 2019?'","Acapulco, Guerrero",0,Twitter for Android
567,02,01,2019,19,07,25,b'rt @workttech: *this fruit kills diabetes and stops breast cancer cells from growing and spreading* &gt;&gt; https://t.co/loje0b9qye\n\n#bittermelo',,0,Twitter for Android
568,02,01,2019,19,06,28,b'rt @renownhealth: ready to #loseweight and commit to a healthier lifestyle? then this class may be for you. come to an informational sessio',,0,Bot Libre!
569,02,01,2019,19,06,07,"b'rt @cdcgov: on the eve of a #newyear, what are some things you can do to stay healthy while living with #diabetes in 2019?'","Haryana, India",0,Twitter for Android
570,02,01,2019,19,06,02,"b'rt @cdcgov: the answer is all of the above! if youre living with #diabetes, continue to stay #healthy this #newyear with tips from our int'","Haryana, India",0,Twitter for Android
571,02,01,2019,19,05,32,"b'rt @cdcgov: the answer is all of the above! if youre living with #diabetes, continue to stay #healthy this #newyear with tips from our int'",,0,publichealthaggregator
572,02,01,2019,19,05,28,"b'the answer is all of the above! if youre living with #diabetes, continue to stay #healthy this #newyear with tips from our interactive guide: https://t.co/3jtlk39pge #newyearnewyou https://t.co/xlzumbhmv7'","Atlanta, GA",25,Twitter Web Client
573,02,01,2019,19,05,13,b'has #diabetes met its match with #digitaltherapeutics? @theglucosezone founder &amp; ceo is sharing his non-pharmaceutical approach in his mission to obliterate this #disease at #dhs19 #ces2019. https://t.co/vipir55fyu #digitalhealthsummit #healthtech',Las Vegas and San Francisco,4,Hootsuite Inc.
574,02,01,2019,19,05,04,b'rt @chrisbrighty1: hugely inspired by the trip to manchester today. an amazing event celebrating people pushing the boundaries for the bene',Cheshire,0,Twitter for iPhone
575,02,01,2019,19,04,01,b'ready to #loseweight and commit to a healthier lifestyle? then this class may be for you. come to an informational session on january 9 to learn more about our #diabetes prevention program. https://t.co/vpn6yvsklq #prediabetes https://t.co/xxmlmexaom',"Reno, Nevada",3,Sprout Social
576,02,01,2019,19,02,00,"b'people who regularly #drink are less likely to develop #diabetes, studies show.\nhttps://t.co/d9oa3viwbn'",,0,TweetDeck
577,02,01,2019,19,01,33,"b'#healthyliving 28 days to diabetes control!: how to lower your blood sugar, improve your health, and reduce your risk of diabetes complications https://t.co/cudys0x9yb #bloodsugar #diabetics #healthy #health #healthyliving #f4f #healthylife #healing #t1d #treatment #diabetes #d'",Denver,0,IFTTT
578,02,01,2019,19,01,17,b'looking for new ways to deal with what to serve yourself or your family is complicated by #diabetes. take a look at these ideas https://t.co/ojtae0aihj https://t.co/zalyoklrpl',US,0,The Social Jukebox
579,02,01,2019,19,00,48,"b'#topproductswednesday - lantus solostar (insulin pens)  \n\nfor more info and prices, visit https://t.co/lnbfx2bwpq\n\n#canadianinsulin #onlinepharmacy #insulin #diabetes #lantus #solostar #canadianpharmacy #prescription #insulin4all #novorapid #t1d #type1diabetes #type2diabetes https://t.co/mtryboiugp'",Canada,0,Hootsuite Inc.
580,02,01,2019,19,00,33,b'rt @novagtrcp: thats right im a professional wrestler and i live with type 1 diabetes. but it doesnt stop me dont let it stop you! #dia',"England, United Kingdom",0,Twitter for iPhone
581,02,01,2019,18,59,46,"b'rt @trinayanhcrc: hundreds of person s got benefitted today. once again happy to announce the completion of free test camp for diabetes, th'","Assam, India",0,Twitter for Android
582,02,01,2019,18,59,06,b'i buy my daughter a lotsa junk @target and @dollartree. just little things to make her smile. b/c #diabetes kids =non-food gifts. #a1c #t1d',"Minnesota, USA",0,Twitter for iPhone
583,02,01,2019,18,58,46,"b'rt @vinnietortorich: behind the scenes update, its time for sound mixing for our fat: a documentary film. \nplease continue to like, share,'",,0,Twitter for Android
584,02,01,2019,18,58,43,b'the #mediterraneandiet is also a great diet for preventing and managing #diabetes.  see more here: mediterranean diet and diabetes prevention: myth or fact? https://t.co/aht44dhwqb https://t.co/aq7ccyasbv',University of Utah,1,Twitter Web Client
585,02,01,2019,18,57,50,b'rt @novagtrcp: thats right im a professional wrestler and i live with type 1 diabetes. but it doesnt stop me dont let it stop you! #dia',,0,Twitter for iPhone
586,02,01,2019,18,57,18,b'i talked to @scottkjohnson from @mysugr about comedy and diabetes! check out the video!   \n#diabetes #typeonediabetes #comedy #sketchcomedy #type1 #bloodsugar \n\nhttps://t.co/pwtabafzad https://t.co/b3gw1lvqwl',Philadelphia USA,2,Twitter for iPhone
587,02,01,2019,18,57,17,b'#supplement with #curcumin to protect your #heart from damage caused by #diabetes and #smokin. https://t.co/htshd4fiqh',,0,Twitter for Android
588,02,01,2019,18,56,32,"b'rt @diabetessecret: #diabetes is an all-too-personal time bomb which can go off today, tomorrow, next year, or 10 years from now.'","Charleston, WV",0,Twitter Web Client
589,02,01,2019,18,56,07,"b""rt @pfizer: #diabetes is a disease  not a reflection of a person's lifestyle choices. learn how to help overcome the stigma &amp; support peop""","650 5th Avenue, New York, NY 1",0,Twitter Web Client
590,02,01,2019,18,55,56,b'rt @asweetgrace: 2018 insulin - the cost. grace is 16 and has type 1 diabetes. she used 35 vials of novolog in 2018 at a market cost of $10',,0,Twitter for iPhone
591,02,01,2019,18,55,52,b'for those canadians with #diabetes who are interested in filling out their dtc application but could use a little help... https://t.co/o8syatak6c',Canada,0,Twitter Web Client
592,02,01,2019,18,55,46,b'rt @novagtrcp: thats right im a professional wrestler and i live with type 1 diabetes. but it doesnt stop me dont let it stop you! #dia',"Seattle, WA",0,Twitter Web Client
593,02,01,2019,18,54,57,b'rt @novagtrcp: thats right im a professional wrestler and i live with type 1 diabetes. but it doesnt stop me dont let it stop you! #dia',"England, UK",0,Twitter for iPhone
594,02,01,2019,18,54,15,b'rt @theroctor_md:  2019-could make great progress in getting people away from processed/fast food/added sugars if we would concentrate o',,0,Twitter for iPhone
595,02,01,2019,18,54,04,"b'#diabetes is an all-too-personal time bomb which can go off today, tomorrow, next year, or 10 years from now.'",Houston,2,ForexTricks
596,02,01,2019,18,54,03,"b""rt @diabeloop: happy new year!  \nare you ready for a change of career in 2019? we're looking for passionate team members to join our gren""",,0,Twitter for Android
597,02,01,2019,18,52,03,b'we love it when our customers leave us positive feedback! #wednesdayreview #reviews #tungbrush #badbreath #kisses #freshbreath #diabetes #10second #10seconddifference #reviewwednesday https://t.co/kbwdrmp1td',,0,Buffer
598,02,01,2019,18,50,39,b'goji berry for treament of diabetes &amp; metabolic syndrome\nhttps://t.co/08ft8hucgo\n#plantbased #superfoods #diabetes #metabolic #health #diet #food #nutrition #chinese #medicine #paleo #vegan https://t.co/tompipodln',United Kingdom,0,Twitter Web Client
599,02,01,2019,18,50,11,"b'why has it taken the uk this long to discover #sugar isnt good for us?! #lchf is the lifestyle for all, for so many reasons. #obesity, #toothdecay, #diabetes, behaviour issues and more - all linked to sugar intake.'",Stockport,0,Twitter for iPhone
600,02,01,2019,18,48,32,b' vote now #t1d #gbdoc https://t.co/jxgl06ttti',"England, United Kingdom",1,Twitter for iPhone
601,02,01,2019,18,48,22,b'rt @endoadvisor: intensive multifactorial #interventions that are implemented in a multi-ethnic population with #type2diabetes led to susta',"Jacksonville, FL",0,Twitter Web Client
602,02,01,2019,18,47,30,b'check out @missmariarose and her mission. her cause is worthy of throwing some change to. #t1dlookslikeme #diabetes https://t.co/awl5jrnk16',"Oklahoma City, OK",0,Twitter Web Client
603,02,01,2019,18,47,03,b'rt @asweetgrace: 2018 insulin - the cost. grace is 16 and has type 1 diabetes. she used 35 vials of novolog in 2018 at a market cost of $10',United States,0,Twitter for iPhone
604,02,01,2019,18,45,55,"b'rt @doctorrajib: republic day offer.\non the eve of #republic day, trinayan hcrc #organizes a #free #test #camp lfor #diabetes, #thyroid, #l'","Assam, India",0,Twitter for Android
605,02,01,2019,18,45,49,b'rt @koiinsulin4all: release: hoosiers with diabetes petition indiana general assembly to study drug pricing\n#insulin4all #inleg #t1d #t2d #',,0,Twitter for iPhone
606,02,01,2019,18,45,35,"b'md - a new law taking effect jan 1 expands coverage for equipment, supplies and self-management training to apply to elevated or impaired glucose levels caused by #prediabetes. #diabetes https://t.co/hrieruxdla'",Traveling,0,Twitter Web Client
607,02,01,2019,18,44,07,b'the learning zone is a fabulous innovation.  thank you for creating this amazing resource. #gbdoc https://t.co/uwjvx3nvgi',"Cardiff, Wales",0,Twitter for iPhone
608,02,01,2019,18,43,47,b'my #bgnow is looking fantastic. #diabetes https://t.co/x1ivwlnix2',"Gig Harbor, WA, USA",5,Twitter for iPhone
609,02,01,2019,18,43,03,"b'rt @mattsurrency: we are deciding on a continuous glucose monitor. what recommendations, pros and cons do you have? #t1d #diabetes'",,0,Twitter Web Client
610,02,01,2019,18,41,34,b'medtech winners of 2018 https://t.co/cotcflkydl #medtechwinners #medtech #winners #medicaldevices #devices #wearables #wearabletech #artificialintelligence #diabetes #monitors #roboticsurgery #robotics',"Santa Clara, CA",0,Twitter Web Client
611,02,01,2019,18,40,12,b'covered lives:#health #medicare #medical #medical #caregivers #caregiving #caregiver #medicaid #hospital #diabetes #dementia #nurse #patients #insurance #emergencymedicine #obamacare #privacy #consumers #communications #data #roi #doctors #reimbursement https://t.co/unldpg4gfz',"Georgia, USA",0,Hootsuite Inc.
612,02,01,2019,18,38,16,b'rt @chronicrights: let our online community embrace you!  follow us @chronicrights \n#health #healthcare #chronicillness #spoonie #diabetes',"Portland, OR",0,DialysisSaves
613,02,01,2019,18,36,52,b'rt @asweetgrace: 2018 insulin - the cost. grace is 16 and has type 1 diabetes. she used 35 vials of novolog in 2018 at a market cost of $10',,0,Twitter for Android
614,02,01,2019,18,35,31,b'rt @armagedonch: the health website : diabetic retinopathy https://t.co/fylg5nwvyx\n#health #medicine #diabetes',United States,0,Twitter Web Client
615,02,01,2019,18,35,05,b'intensive multifactorial #interventions that are implemented in a multi-ethnic population with #type2diabetes led to sustained improvements in a model of #cardiovascular disease outcomes. https://t.co/mhr9qzlcv8  #diabetes #endocrinology',"New York, NY",3,Hootsuite Inc.
616,02,01,2019,18,34,25,b'rt @healtha20333324: how to prevent prediabetes from turning into diabetes kill diabetes forever in just 8 days easy\nclick here : https://t',United States,0,Twitter Web Client
617,02,01,2019,18,33,04,b'rt @wdd: happy new year from the international diabetes federation! we look forward to continue working with everyone to improve the lives',"Massachusetts, USA",0,Twitter Web Client
618,02,01,2019,18,32,07,b'rt @healthevidence: effect of #vegetarian #dietary patterns on cardiometabolic risk factors in #diabetes: a systematic review and meta-anal',"Belfast, Northern Ireland",0,Systematic Review Bot
619,02,01,2019,18,31,16,b'rt @koiinsulin4all: release: hoosiers with diabetes petition indiana general assembly to study drug pricing\n#insulin4all #inleg #t1d #t2d #',Ravenclaw,0,Twitter for Android
620,02,01,2019,18,30,36,b'effect of #vegetarian #dietary patterns on cardiometabolic risk factors in #diabetes: a systematic review and meta-analysis of randomized controlled trials https://t.co/laysbvrwx6',"Hamilton, ON",0,Hootsuite Inc.
621,02,01,2019,18,30,07,b'rt @leicester_ccd: its the last day of the year. tomorrow is the start of a whole new you! be kind to yourself. exercise. eat well and you',,0,Twitter for iPhone
622,02,01,2019,18,30,00,b'what happened in the #diabetes world in 2018 https://t.co/uykn6nryjp #dblog #doc -rk https://t.co/mrev4shtqj',"San Francisco, CA",0,TweetDeck
623,02,01,2019,18,29,05,"b'd-blog: ""the diabetic police"" https://t.co/wpcqd3pxnl #pwd #diabetes #diabetesproblems #dblog #psychotherapy #diabetic'","Upper West Side, NYC",0,SocialOomph
624,02,01,2019,18,29,00,"b'""this phenomenon, which is called endothelial dysfunction, appears early on in the development of #diabetes-related vessel injury and greatly reduces the ability of the vessels to dilate while aggravating the #inflammation.""\nhttps://t.co/thxgaujnmq'","Boston, MA",1,Twitter Web Client
625,02,01,2019,18,28,01,"b'the average american has 53 gallons of soda, 150 pounds of sugar, 50 pounds of white flour a year. #obesity #diabetes'","Oklahoma City, OK",0,Buffer
626,02,01,2019,18,25,35,b'rt @chronicrights: let our online community embrace you!  follow us @chronicrights \n#health #healthcare #chronicillness #spoonie #diabetes',South Africa,0,Twitter for iPhone
627,02,01,2019,18,23,14,"b'rt @shft_diabetes: a great start to the new year. today was session 1 of type 1 #diabetes ed &amp; we delivered our patch together course, 20 m'",Hampshire ,0,Twitter for Android
628,02,01,2019,18,22,48,b'rt @healtha20333324: can you cure diabetes -how to cure diabetes- big diabetes lie https://t.co/ycu0xo7n4c via @youtube\ncan you cure diabet',United States,0,Twitter Web Client
629,02,01,2019,18,19,04,b'rt @healtha20333324: eggs and diabetes-how to cure diabetes-how to control diabetes-natural r... https://t.co/vhcslqubra via @youtube\n#diab',United States,0,Twitter Web Client
630,02,01,2019,18,19,00,b'rt @healtha20333324: . https://t.co/tkezayonl9 via @youtube\nhow to cure diabetes-can diabetes be cured without medicine-type 1 diabetes tre',United States,0,Twitter Web Client
631,02,01,2019,18,18,53,b'rt @koiinsulin4all: release: hoosiers with diabetes petition indiana general assembly to study drug pricing\n#insulin4all #inleg #t1d #t2d #',Worldwide,0,Twitter for Android
632,02,01,2019,18,18,42,"b'@karryannebelang \'s paper from @kuyumculab lab is out in biochemical and biophysical research communications: ""a developmentally regulated spliced variant of ptbp1 is upregulated in type 1 diabetic hearts.""\nhttps://t.co/g1pgxddleg\n#diabetes'","Galveston, TX",0,Twitter Web Client
633,02,01,2019,18,17,58,"b'rt @gbdoctchost: just over a couple of hours until tonights freestyle chat. \njoin us here tonight, at 9pm, for a back to school catch'",Somerset,0,Twitter for iPhone
634,02,01,2019,18,17,46,"b'just over a couple of hours until tonights freestyle chat. \njoin us here tonight, at 9pm, for a back to school catch up on all the festive antics. #gbdoc https://t.co/8r1x4iavgu'",,3,Twitter for iPhone
635,02,01,2019,18,17,15,b'rt @iainsulin4all: ia #insulin4all will be hosting a 2019 kickoff on january 26 in des moines. dm us for more details! #iowa #diabetes',"Iowa, USA",0,Twitter for Android
636,02,01,2019,18,16,25,b'rt @koiinsulin4all: release: hoosiers with diabetes petition indiana general assembly to study drug pricing\n#insulin4all #inleg #t1d #t2d #',"Denver, CO",0,Twitter Web Client
637,02,01,2019,18,15,47,"b'20% off, 20% off plus free shiping when you order on line. https://t.co/ysyqp4xf6f\nlive in kendall??https://t.co/7bpbbnos2v if you love coupons. \n#propolis #cancer #acne #energysource #livebetter #diabetes #arthritis #bonejoint #allergies #shingles #prostate #colon https://t.co/ulaxha4bkt'","Miami, FL",0,Twitter for Android
638,02,01,2019,18,15,00,"b'ajmc is seeking research submissions on clinical outcomes in #oncology, immunology, neurology, and #diabetes!\n\nread more: https://t.co/miqtv1la1v https://t.co/5j8fffu3ta'","Cranbury, NJ",0,TweetDeck
639,02,01,2019,18,13,53,"b'rt @gbdoctchost: happy, peaceful new year to all the #gbdoc community. \n\nwe hope you had a lovely break. \n\n#gbdoc chat returns this evening'",Scotland,0,Twitter for iPhone
640,02,01,2019,18,13,22,b'rt @mnt: diabetes: drug duo helps body replenish its insulin-producing cells https://t.co/9erqfcp567 @mnt #diabetes #betacells https://t.co',,0,Twitter for iPhone
641,02,01,2019,18,11,57,b'rt @cdcdiabetes: have family or friends who just dont get how to support you in managing your #diabetes? share these tips: https://t.co/',"Seymour, CT",0,Twitter Web Client
642,02,01,2019,18,10,02,"b'rt @lagralaneg: #documentary contenders for the #oscars have been narrowed down to just 15 films, 7 of which are directed or co-directed by'",,0,Memyself
643,02,01,2019,18,09,25,"b""rt @diabetescouk: a woman has been charged with manslaughter following the death of her daughter after reportedly hiding the teenager's #di""",,0,Twitter for Android
644,02,01,2019,18,05,39,"b""hey all happy new year!! now that the festive season is over it is time to eat right protect yourself from diabetes!! this week's way back episode is on just that subject!!!  #diabetes #healthy #health #education #diabetes @id10t @howstuffworks  @lastpodnetwork https://t.co/qr5hqnznda""","Oregon, USA",0,Twitter for Android
645,02,01,2019,18,05,04,b'rt @organiclemon: every gp and diabetologist should read this thread ! excellent #gbdoc  @drsdeg @rslewissally https://t.co/9iovpr9xfu',,0,Twitter for iPhone
646,02,01,2019,18,04,51,b'help me...help you  #driving #diabetes #gbdoc @dvlagovuk https://t.co/pvvybnwfio',Southsea,1,Twitter for iPhone
647,02,01,2019,18,04,41,b'rt @salwasz278: we invite people with #diabetes or heart disease to our patient &amp; public involvement #ppi event next month in #manchester.',"England, United Kingdom",0,Twitter for Android
648,02,01,2019,18,02,12,b'have family or friends who just dont get how to support you in managing your #diabetes? share these tips: https://t.co/pbpdizxjyq https://t.co/lbmsn4vzmi',"Atlanta, GA",4,Twitter Web Client
649,02,01,2019,18,01,47,b'dealing with diabetes: the facts! https://t.co/qlplfeo487 #healthyeating #organic #diet #cleanse #diabetes',,0,Hootsuite Inc.
650,02,01,2019,18,01,45,b'rt @iainsulin4all: ia #insulin4all will be hosting a 2019 kickoff on january 26 in des moines. dm us for more details! #iowa #diabetes',"Iowa, USA",0,Twitter for iPhone
651,02,01,2019,18,01,13,"b'#documentary contenders for the #oscars have been narrowed down to just 15 films, 7 of which are directed or co-directed by #women @womenahollywood discusses how nearly 50% of the #doc race is women-helmed. #wcw https://t.co/egklhkcpfu https://t.co/tuihid6oxj'","Los Angeles, CA",0,Gain App
652,02,01,2019,18,00,01,"b""did you know? the total medical costs and lost work and wages for people with diagnosed #diabetes is $245 billion. visit https://t.co/9vbxnoqqzm to learn more and support research in diabetes and women's health. https://t.co/pgmlcgtzuq https://t.co/6po9rhkssk""","Aurora, CO",0,TweetDeck
653,02,01,2019,17,57,36,b'rt @vappg: lower limb amputations are a diabetes-related complication. be alert and check for foot ulcers! #diabetes #vascular https://t.co',,0,Twitter for iPhone
654,02,01,2019,17,56,30,b'rt @ccinky: disciples news service: general minister and president offers new years resolutions to reconnect https://t.co/80t34oafne #ccin',"Col 3:3 & Claremont, CA",0,Twitter for iPhone
655,02,01,2019,17,56,23,b'check your feet using a mirror is a must especially if you have sensory neuropathy #diabetes #tips',,0,Dynamic Tweets
656,02,01,2019,17,54,34,b'accuracy saves lives: new #glucosemeters going network-wide. see how the #novastatstrip will make a difference  https://t.co/yok8zyxbik #diabetes https://t.co/czi4vouxsh',"Toronto, Canada",8,Twitter Web Client
657,02,01,2019,17,52,54,"b""rt @diabetescouk: a woman has been charged with manslaughter following the death of her daughter after reportedly hiding the teenager's #di""",St Etchford ENGLAND,0,Twitter for iPhone
658,02,01,2019,17,50,51,b'#happynewyear best wishes for a #healthy &amp; #happy 2019 - time for a change?  https://t.co/rfciwn0adr #sugar #diabetes #obesity #lchf #diet #health #resolutions',"Vancouver, BC",1,Twitter Web Client
659,02,01,2019,17,50,33,b'rt @parthaskar: i am pretty sure the @dvlagovuk is fed up of me by now\nchasing the recommendations regards driving #cgm #libre again. and a',,0,Twitter for Android
660,02,01,2019,17,50,19,b'rt @iainsulin4all: ia #insulin4all will be hosting a 2019 kickoff on january 26 in des moines. dm us for more details! #iowa #diabetes',"Iowa, USA",0,Twitter for iPhone
661,02,01,2019,17,50,03,"b""a woman has been charged with manslaughter following the death of her daughter after reportedly hiding the teenager's #diabetes from her hospital. she refused to release her daughter's medical records &amp; prevented her from receiving proper treatment: https://t.co/b2bybynvye https://t.co/y2ihl6oeul""","England, UK",5,Buffer
662,02,01,2019,17,49,44,b'rt @chrisbrighty1: hugely inspired by the trip to manchester today. an amazing event celebrating people pushing the boundaries for the bene',"England, United Kingdom",0,Twitter for iPhone
663,02,01,2019,17,49,44,b'rt @dknet_info: happy new year! check out dknet community events &amp; #funding announcements in jan. 2019 and start to make a plan! https://t.',"Duarte, CA",0,Twitter Web Client
664,02,01,2019,17,48,12,b'rt @mnt: diabetes: drug duo helps body replenish its insulin-producing cells https://t.co/9erqfcp567 @mnt #diabetes #betacells https://t.co',the US of A,0,Twitter Lite
665,02,01,2019,17,47,29,b'hugely inspired by the trip to manchester today. an amazing event celebrating people pushing the boundaries for the benefit of medical conditions . got me ready to get 2019 off to a flyer \n\nthank you for the invite @havaslynxeu  #gbdoc #doc #type1diabetes #pride https://t.co/kcsw60mq8e',,14,Twitter for iPhone
666,02,01,2019,17,46,56,b'13 cubes of sugar in an energy drink &amp; i still see parents giving them to their young children?! do they not understand the damage their doing to their childs health?! #sugartax #diabetes  https://t.co/hqzx9g6zyn',UK,0,Twitter for iPhone
